Event Type,C2S ID,Source IP,Source Port(s),Destination IP,Destination Port(s),Start Time,Stop Time
post-phishing client compromise + malicious downlo,44680,172.28.219.74,0,28.133.133.90,80,11/8/2009 16:13,11/8/2009 16:13
post-phishing c2 echo,44681,116.70.60.210,0,172.28.219.74,10000,11/8/2009 16:17,11/8/2009 16:17
post-phishing tcp exfil nc,44682,172.28.219.74,0,76.166.183.26,443,11/8/2009 16:17,11/8/2009 16:33
client compromise exfil/sams_launch_vulnerable_cli,44683,172.28.20.79,0,169.197.145.201,10000,11/8/2009 16:41,11/8/2009 16:41
scan /usr/bin/nmap,44516,158.190.85.16,9358,172.28.116.90,80,11/8/2009 16:43,11/8/2009 16:43
c2 remote command execution nc,44684,169.197.145.201,0,172.28.20.79,10000,11/8/2009 16:47,11/8/2009 16:47
scan /usr/bin/nmap,44517,32.213.228.43,0,172.28.218.123,4899,11/8/2009 16:53,11/8/2009 16:53
scan /usr/bin/nmap,44518,113.193.88.44,0,172.28.163.165,36242,11/8/2009 17:08,11/8/2009 17:08
phishing email exploit/malware/trawler,44685,130.149.81.31,0,172.28.1.5,25,11/8/2009 17:13,11/8/2009 17:13
post-phishing client compromise + malicious downlo,44686,172.28.6.134,0,130.149.81.31,80,11/8/2009 17:17,11/8/2009 17:17
post-phishing client compromise + malicious downlo,44687,172.28.6.134,0,28.133.133.90,80,11/8/2009 17:17,11/8/2009 17:17
client compromise exfil/sams_launch_vulnerable_cli,44689,172.28.212.6,0,20.21.128.84,10000,11/8/2009 17:20,11/8/2009 17:20
post-phishing c2 + tcp control channel exfil nc,44688,130.149.81.31,0,172.28.6.134,10000,11/8/2009 17:22,11/8/2009 17:22
scan /usr/bin/nmap,44519,219.160.125.33,42311,172.28.74.179,4899,11/8/2009 17:24,11/8/2009 17:24
scan /usr/bin/nmap,44520,211.144.70.97,40510,172.28.154.10,21,11/8/2009 17:26,11/8/2009 17:26
c2 remote command execution nc,44690,20.21.128.84,0,172.28.212.6,10000,11/8/2009 17:26,11/8/2009 17:26
scan /usr/bin/nmap,44521,158.190.85.16,9358,172.28.116.90,80,11/8/2009 17:27,11/8/2009 17:27
client compromise exfil/sams_launch_vulnerable_cli,44691,172.28.212.6,0,20.21.128.84,10000,11/8/2009 17:51,11/8/2009 17:51
c2 remote command execution nc,44692,20.21.128.84,0,172.28.212.6,10000,11/8/2009 17:57,11/8/2009 17:57
phishing email exploit/malware/trawler,44693,82.144.22.171,0,172.28.1.5,25,11/8/2009 17:58,11/8/2009 17:58
phishing email exploit/malware/trawler,44695,82.144.22.171,0,172.28.128.5,25,11/8/2009 17:58,11/8/2009 17:58
phishing email exploit/malware/trawler,44698,82.144.22.171,0,172.28.192.5,25,11/8/2009 17:58,11/8/2009 17:58
phishing email exploit/malware/trawler,44694,44.239.223.135,0,172.28.128.5,25,11/8/2009 18:00,11/8/2009 18:00
post-phishing client compromise + malicious downlo,44700,172.28.131.125,0,82.144.22.171,80,11/8/2009 18:00,11/8/2009 18:00
post-phishing client compromise + malicious downlo,44703,172.28.131.125,0,28.133.133.90,80,11/8/2009 18:00,11/8/2009 18:00
post-phishing c2 heartbeat exploit/malware/malclie,44697,172.28.128.21,0,44.239.223.135,443,11/8/2009 18:03,11/8/2009 18:03
post-phishing c2 exploit/malware/malclient.pl,44702,172.28.128.21,0,44.239.223.135,443,11/8/2009 18:04,11/8/2009 18:04
c2+ tcp control channel exfil nc,44707,82.144.22.171,0,172.28.131.125,10000,11/8/2009 18:04,11/8/2009 18:11
post-phishing c2 + tcp control channel exfil explo,44706,172.28.128.21,0,44.239.223.135,443,11/8/2009 18:06,11/8/2009 18:06
scan /usr/bin/nmap,44522,122.201.178.72,40045,172.28.42.98,64142:64353,11/8/2009 18:14,11/8/2009 18:14
failed attack exploit/iis-asp-overflow,44696,153.25.121.118,0,172.28.28.128,80,11/8/2009 18:14,11/8/2009 18:14
failed attack exploit/iis-asp-overflow,44699,153.25.121.118,0,172.28.22.186,80,11/8/2009 18:14,11/8/2009 18:15
failed attack exploit/iis-asp-overflow,44701,153.25.121.118,0,172.28.6.119,80,11/8/2009 18:15,11/8/2009 18:15
failed attack exploit/iis-asp-overflow,51445,153.25.121.118,0,172.28.20.14,80,11/8/2009 18:15,11/8/2009 18:15
failed attack exploit/iis-asp-overflow,51446,153.25.121.118,0,172.28.128.124,80,11/8/2009 18:15,11/8/2009 18:15
ddos,51447,155.108.237.71,0,172.28.4.7,80,11/8/2009 18:22,11/8/2009 18:27
ddos,51448,218.233.109.140,0,172.28.4.7,80,11/8/2009 18:22,11/8/2009 18:27
scan /usr/bin/nmap,44523,42.196.162.102,26707,172.28.79.227,30860,11/8/2009 18:32,11/8/2009 18:32
ddos,51449,1.23.177.16,0,172.28.4.7,80,11/8/2009 20:00,11/8/2009 20:01
ddos,51450,5.180.127.39,0,172.28.4.7,80,11/8/2009 20:00,11/8/2009 20:01
ddos,51451,9.248.204.55,0,172.28.4.7,80,11/8/2009 20:00,11/8/2009 20:01
ddos,51452,11.6.70.13,0,172.28.4.7,80,11/8/2009 20:00,11/8/2009 20:01
ddos,51453,15.231.243.19,0,172.28.4.7,80,11/8/2009 20:00,11/8/2009 20:02
ddos,51454,16.5.197.28,0,172.28.4.7,80,11/8/2009 20:00,11/8/2009 20:02
ddos,51455,16.16.174.14,0,172.28.4.7,80,11/8/2009 20:00,11/8/2009 20:02
ddos,51456,20.18.5.11,0,172.28.4.7,80,11/8/2009 20:00,11/8/2009 20:02
ddos,51457,20.21.128.24,0,172.28.4.7,80,11/8/2009 20:00,11/8/2009 20:02
ddos,51458,20.38.7.15,0,172.28.4.7,80,11/8/2009 20:00,11/8/2009 20:02
out2in,51459,255.255.255.255,0,255.255.255.255,80,11/8/2009 20:39,11/8/2009 20:46
compromised_server,51460,172.28.151.53,,255.255.255.255,80,11/8/2009 20:42,11/8/2009 20:46
compromised_server,51461,172.28.102.68,,255.255.255.255,80,11/8/2009 20:42,11/8/2009 20:46
compromised_server,51462,172.28.103.126,,255.255.255.255,80,11/8/2009 20:42,11/8/2009 20:46
compromised_server,51463,172.28.120.57,,255.255.255.255,80,11/8/2009 20:42,11/8/2009 20:46
compromised_server,51464,172.28.104.200,,255.255.255.255,80,11/8/2009 20:42,11/8/2009 20:46
compromised_server,51465,172.28.126.109,,255.255.255.255,80,11/8/2009 20:43,11/8/2009 20:46
compromised_server,51466,172.28.116.175,,255.255.255.255,80,11/8/2009 20:43,11/8/2009 20:46
compromised_server,51467,172.28.104.143,,255.255.255.255,80,11/8/2009 20:43,11/8/2009 20:46
compromised_server,51468,172.28.119.228,,255.255.255.255,80,11/8/2009 20:43,11/8/2009 20:46
scan /usr/bin/nmap,44524,193.168.132.153,10468,172.28.147.136,45248,11/8/2009 21:32,11/8/2009 21:32
failed attack framework-2.6/msfcli cabrightstor_di,44525,35.182.39.183,0,172.28.134.218,41524,11/8/2009 21:55,11/8/2009 21:55
failed attack framework-2.6/msfcli iis_nsiislog_po,44526,24.168.166.204,0,172.28.23.56,80,11/8/2009 22:01,11/8/2009 22:01
ddos,51469,1.23.177.16,0,172.28.4.7,80,11/8/2009 22:11,11/8/2009 22:12
ddos,51470,5.180.127.39,0,172.28.4.7,80,11/8/2009 22:11,11/8/2009 22:12
ddos,51471,9.248.204.55,0,172.28.4.7,80,11/8/2009 22:11,11/8/2009 22:12
ddos,51472,11.6.70.13,0,172.28.4.7,80,11/8/2009 22:11,11/8/2009 22:12
ddos,51473,15.231.243.19,0,172.28.4.7,80,11/8/2009 22:11,11/8/2009 22:12
ddos,51474,16.5.197.28,0,172.28.4.7,80,11/8/2009 22:11,11/8/2009 22:12
ddos,51475,16.16.174.14,0,172.28.4.7,80,11/8/2009 22:11,11/8/2009 22:12
ddos,51476,20.18.5.11,0,172.28.4.7,80,11/8/2009 22:11,11/8/2009 22:12
ddos,51477,20.21.128.24,0,172.28.4.7,80,11/8/2009 22:11,11/8/2009 22:12
ddos,51478,20.38.7.15,0,172.28.4.7,80,11/8/2009 22:11,11/8/2009 22:12
ddos,51479,1.23.177.16,0,172.28.4.7,80,11/8/2009 22:26,11/8/2009 22:27
ddos,51480,5.180.127.39,0,172.28.4.7,80,11/8/2009 22:26,11/8/2009 22:27
ddos,51481,9.248.204.55,0,172.28.4.7,80,11/8/2009 22:26,11/8/2009 22:27
ddos,51482,11.6.70.13,0,172.28.4.7,80,11/8/2009 22:26,11/8/2009 22:27
ddos,51483,15.231.243.19,0,172.28.4.7,80,11/8/2009 22:26,11/8/2009 22:27
ddos,51484,16.5.197.28,0,172.28.4.7,80,11/8/2009 22:26,11/8/2009 22:27
ddos,51485,16.16.174.14,0,172.28.4.7,80,11/8/2009 22:26,11/8/2009 22:27
ddos,51486,20.18.5.11,0,172.28.4.7,80,11/8/2009 22:26,11/8/2009 22:27
ddos,51487,20.21.128.24,0,172.28.4.7,80,11/8/2009 22:26,11/8/2009 22:27
ddos,51488,20.38.7.15,0,172.28.4.7,80,11/8/2009 22:26,11/8/2009 22:27
client compromise exfil/sams_launch_vulnerable_cli,44708,172.28.212.6,0,20.21.128.84,10000,11/8/2009 23:42,11/8/2009 23:42
c2 remote command execution nc,44709,20.21.128.84,0,172.28.212.6,10000,11/8/2009 23:48,11/8/2009 23:48
client compromise exfil/sams_launch_vulnerable_cli,44710,172.28.212.6,0,20.21.128.84,10000,11/9/2009 0:19,11/9/2009 0:19
c2 remote command execution nc,44711,20.21.128.84,0,172.28.212.6,10000,11/9/2009 0:25,11/9/2009 0:25
phishing email exploit/malware/trawler,44712,43.79.200.176,0,172.28.1.5,25,11/9/2009 1:19,11/9/2009 1:19
phishing email exploit/malware/trawler,44714,43.79.200.176,0,172.28.128.5,25,11/9/2009 1:19,11/9/2009 1:19
post-phishing c2 heartbeat exploit/malware/malclie,44716,172.28.133.86,0,43.79.200.176,25,11/9/2009 1:21,11/9/2009 1:21
post-phishing c2 exploit/malware/malclient.pl,44718,172.28.133.86,0,43.79.200.176,25,11/9/2009 1:24,11/9/2009 1:24
post-phishing c2 + tcp control channel exfil explo,44720,172.28.133.86,0,43.79.200.176,25,11/9/2009 1:26,11/9/2009 1:26
failed attack exploit/iis-asp-overflow,44713,153.25.121.118,0,172.28.28.128,80,11/9/2009 1:34,11/9/2009 1:35
failed attack exploit/iis-asp-overflow,44715,153.25.121.118,0,172.28.22.186,80,11/9/2009 1:35,11/9/2009 1:35
failed attack exploit/iis-asp-overflow,44717,153.25.121.118,0,172.28.6.119,80,11/9/2009 1:35,11/9/2009 1:35
failed attack exploit/iis-asp-overflow,51489,153.25.121.118,0,172.28.20.14,80,11/9/2009 1:35,11/9/2009 1:35
failed attack exploit/iis-asp-overflow,51490,153.25.121.118,0,172.28.128.124,80,11/9/2009 1:35,11/9/2009 1:35
phishing email exploit/malware/trawler,44722,212.45.250.61,0,172.28.128.5,25,11/9/2009 2:55,11/9/2009 2:55
post-phishing c2 heartbeat exploit/malware/malclie,44723,172.28.192.5,0,212.45.250.61,8181,11/9/2009 2:58,11/9/2009 2:58
post-phishing c2 exploit/malware/malclient.pl,44724,172.28.192.5,0,212.45.250.61,8181,11/9/2009 2:59,11/9/2009 2:59
post-phishing c2 exploit/malware/malclient.pl,44725,172.28.192.5,0,212.45.250.61,8181,11/9/2009 3:04,11/9/2009 3:04
post-phishing c2 + tcp control channel exfil explo,44726,172.28.192.5,0,212.45.250.61,8181,11/9/2009 3:06,11/9/2009 3:06
scan /usr/bin/nmap,44527,19.16.150.30,59406,172.28.177.139,3129,11/9/2009 4:30,11/9/2009 4:30
phishing email exploit/malware/trawler,44727,82.144.22.171,0,172.28.1.5,25,11/9/2009 4:38,11/9/2009 4:38
phishing email exploit/malware/trawler,44728,82.144.22.171,0,172.28.128.5,25,11/9/2009 4:38,11/9/2009 4:38
phishing email exploit/malware/trawler,44729,82.144.22.171,0,172.28.192.5,25,11/9/2009 4:38,11/9/2009 4:38
post-phishing client compromise + malicious downlo,44730,172.28.131.125,0,82.144.22.171,80,11/9/2009 4:40,11/9/2009 4:40
post-phishing client compromise + malicious downlo,44731,172.28.131.125,0,28.133.133.90,80,11/9/2009 4:40,11/9/2009 4:40
c2+ tcp control channel exfil nc,44732,82.144.22.171,0,172.28.131.125,10000,11/9/2009 4:44,11/9/2009 4:51
scan /usr/bin/nmap,44565,49.232.95.127,55944,172.28.97.169,21 4899,11/9/2009 4:52,11/9/2009 4:52
failed attack framework-2.6/msfcli iis_nsiislog_po,44566,24.168.166.204,0,172.28.23.56,80,11/9/2009 5:12,11/9/2009 5:12
scan /usr/bin/nmap,44567,151.243.222.89,54527,172.28.52.6,22321,11/9/2009 6:25,11/9/2009 6:25
phishing email exploit/malware/trawler,44733,212.45.250.61,0,172.28.128.5,25,11/9/2009 6:30,11/9/2009 6:30
post-phishing c2 heartbeat exploit/malware/malclie,44734,172.28.192.5,0,212.45.250.61,8181,11/9/2009 6:32,11/9/2009 6:32
post-phishing c2 exploit/malware/malclient.pl,44735,172.28.192.5,0,212.45.250.61,8181,11/9/2009 6:34,11/9/2009 6:34
post-phishing c2 exploit/malware/malclient.pl,44736,172.28.192.5,0,212.45.250.61,8181,11/9/2009 6:39,11/9/2009 6:39
post-phishing c2 + tcp control channel exfil explo,44738,172.28.192.5,0,212.45.250.61,8181,11/9/2009 6:41,11/9/2009 6:41
scan /usr/bin/nmap,44568,219.160.125.33,42311,172.28.74.179,4899,11/9/2009 6:57,11/9/2009 6:57
phishing email exploit/malware/trawler,44743,44.239.223.135,0,172.28.128.5,25,11/9/2009 7:01,11/9/2009 7:01
post-phishing c2 heartbeat exploit/malware/malclie,44745,172.28.128.21,0,44.239.223.135,443,11/9/2009 7:04,11/9/2009 7:04
post-phishing c2 exploit/malware/malclient.pl,44747,172.28.128.21,0,44.239.223.135,443,11/9/2009 7:05,11/9/2009 7:05
phishing email exploit/malware/trawler,44750,115.240.12.124,0,172.28.1.5,25,11/9/2009 7:05,11/9/2009 7:05
phishing email exploit/malware/trawler,44752,115.240.12.124,0,172.28.128.5,25,11/9/2009 7:05,11/9/2009 7:05
phishing email exploit/malware/trawler,44754,115.240.12.124,0,172.28.192.5,25,11/9/2009 7:05,11/9/2009 7:05
post-phishing c2 + tcp control channel exfil explo,44748,172.28.128.21,0,44.239.223.135,443,11/9/2009 7:07,11/9/2009 7:07
post-phishing client compromise + malicious downlo,44756,172.28.10.68,0,115.240.12.124,80,11/9/2009 7:08,11/9/2009 7:08
post-phishing client compromise + malicious downlo,44758,172.28.10.68,0,28.133.133.90,80,11/9/2009 7:08,11/9/2009 7:08
post-phishing c2 echo,44762,115.240.12.124,0,172.28.10.68,10000,11/9/2009 7:12,11/9/2009 7:12
post-phishing icmp exfil nc,44766,172.28.10.68,0,115.240.12.124,0,11/9/2009 7:12,11/9/2009 7:12
failed attack exploit/iis-asp-overflow,44759,153.25.121.118,0,172.28.28.128,80,11/9/2009 7:14,11/9/2009 7:14
failed attack exploit/iis-asp-overflow,44761,153.25.121.118,0,172.28.22.186,80,11/9/2009 7:14,11/9/2009 7:15
failed attack exploit/iis-asp-overflow,44763,153.25.121.118,0,172.28.6.119,80,11/9/2009 7:15,11/9/2009 7:15
failed attack exploit/iis-asp-overflow,51491,153.25.121.118,0,172.28.20.14,80,11/9/2009 7:15,11/9/2009 7:15
failed attack exploit/iis-asp-overflow,51492,153.25.121.118,0,172.28.128.124,80,11/9/2009 7:15,11/9/2009 7:15
scan /usr/bin/nmap,44569,19.16.150.30,59406,172.28.177.139,3129,11/9/2009 7:18,11/9/2009 7:18
phishing email exploit/malware/trawler,44764,115.240.12.124,0,172.28.1.5,25,11/9/2009 7:34,11/9/2009 7:35
phishing email exploit/malware/trawler,44768,115.240.12.124,0,172.28.128.5,25,11/9/2009 7:34,11/9/2009 7:35
phishing email exploit/malware/trawler,44770,115.240.12.124,0,172.28.192.5,25,11/9/2009 7:34,11/9/2009 7:35
post-phishing client compromise + malicious downlo,44773,172.28.10.68,0,115.240.12.124,80,11/9/2009 7:38,11/9/2009 7:38
post-phishing client compromise + malicious downlo,44775,172.28.10.68,0,28.133.133.90,80,11/9/2009 7:38,11/9/2009 7:38
ddos,51493,19.202.221.71,0,172.28.4.7,80,11/9/2009 7:39,11/9/2009 7:41
ddos,51496,120.5.53.166,0,172.28.4.7,80,11/9/2009 7:41,11/9/2009 7:43
post-phishing c2 echo,44777,115.240.12.124,0,172.28.10.68,10000,11/9/2009 7:42,11/9/2009 7:42
post-phishing icmp exfil nc,44779,172.28.10.68,0,115.240.12.124,0,11/9/2009 7:42,11/9/2009 7:42
scan /usr/bin/nmap,44570,42.196.162.102,26707,172.28.79.227,30860,11/9/2009 7:53,11/9/2009 7:53
ddos,51499,19.202.221.73,0,172.28.4.7,80,11/9/2009 7:56,11/9/2009 7:58
client compromise exfil/sams_launch_vulnerable_cli,44782,172.28.212.6,0,20.21.128.84,10000,11/9/2009 8:23,11/9/2009 8:23
c2 remote command execution nc,44784,20.21.128.84,0,172.28.212.6,10000,11/9/2009 8:30,11/9/2009 8:30
ddos,51500,19.202.221.72,0,172.28.4.7,80,11/9/2009 8:31,11/9/2009 8:33
ddos,51503,120.5.53.166,0,172.28.4.7,80,11/9/2009 8:33,11/9/2009 8:35
phishing email exploit/malware/trawler,44787,195.95.157.19,0,172.28.1.5,25,11/9/2009 8:37,11/9/2009 8:37
phishing email exploit/malware/trawler,44789,195.95.157.19,0,172.28.128.5,25,11/9/2009 8:37,11/9/2009 8:37
phishing email exploit/malware/trawler,44791,195.95.157.19,0,172.28.192.5,25,11/9/2009 8:37,11/9/2009 8:37
post-phishing client compromise + malicious downlo,44792,172.28.132.148,0,195.95.157.19,80,11/9/2009 8:39,11/9/2009 8:39
post-phishing client compromise + malicious downlo,44793,172.28.132.148,0,28.133.133.90,80,11/9/2009 8:39,11/9/2009 8:39
post-phishing c2 + tcp control channel exfil nc,44794,195.95.157.19,0,172.28.132.148,10000,11/9/2009 8:45,11/9/2009 8:45
ddos,51504,1.23.177.16,0,172.28.4.7,80,11/9/2009 8:45,11/9/2009 8:46
ddos,51505,5.180.127.39,0,172.28.4.7,80,11/9/2009 8:45,11/9/2009 8:46
ddos,51506,9.248.204.55,0,172.28.4.7,80,11/9/2009 8:45,11/9/2009 8:46
ddos,51507,11.6.70.13,0,172.28.4.7,80,11/9/2009 8:45,11/9/2009 8:46
ddos,51508,15.231.243.19,0,172.28.4.7,80,11/9/2009 8:45,11/9/2009 8:46
ddos,51509,16.5.197.28,0,172.28.4.7,80,11/9/2009 8:45,11/9/2009 8:46
ddos,51510,16.16.174.14,0,172.28.4.7,80,11/9/2009 8:45,11/9/2009 8:46
ddos,51511,20.18.5.11,0,172.28.4.7,80,11/9/2009 8:45,11/9/2009 8:46
ddos,51512,20.21.128.24,0,172.28.4.7,80,11/9/2009 8:45,11/9/2009 8:46
ddos,51513,20.38.7.15,0,172.28.4.7,80,11/9/2009 8:45,11/9/2009 8:46
scan /usr/bin/nmap,44571,49.232.95.127,55944,172.28.97.169,21 4899,11/9/2009 9:02,11/9/2009 9:02
out2in,51514,255.255.255.255,0,255.255.255.255,80,11/9/2009 9:09,11/9/2009 9:15
compromised_server,51515,172.28.151.53,,255.255.255.255,80,11/9/2009 9:09,11/9/2009 9:15
compromised_server,51516,172.28.102.68,,255.255.255.255,80,11/9/2009 9:09,11/9/2009 9:15
compromised_server,51517,172.28.116.175,,255.255.255.255,80,11/9/2009 9:09,11/9/2009 9:15
compromised_server,51518,172.28.103.126,,255.255.255.255,80,11/9/2009 9:09,11/9/2009 9:15
compromised_server,51519,172.28.120.57,,255.255.255.255,80,11/9/2009 9:09,11/9/2009 9:15
compromised_server,51520,172.28.104.143,,255.255.255.255,80,11/9/2009 9:09,11/9/2009 9:15
compromised_server,51521,172.28.104.200,,255.255.255.255,80,11/9/2009 9:09,11/9/2009 9:15
compromised_server,51522,172.28.119.228,,255.255.255.255,80,11/9/2009 9:09,11/9/2009 9:15
compromised_server,51523,172.28.126.109,,255.255.255.255,80,11/9/2009 9:09,11/9/2009 9:15
client compromise,51524,205.63.202.67,80,172.28.1.134,55715,11/9/2009 9:23,11/9/2009 9:23
client compromise,51525,205.63.202.67,80,172.28.1.203,39483,11/9/2009 9:24,11/9/2009 9:24
client compromise,51526,205.63.202.67,80,172.28.129.124,44318,11/9/2009 9:24,11/9/2009 9:24
client compromise,51527,205.63.202.67,80,172.28.133.12,60062,11/9/2009 9:24,11/9/2009 9:24
client compromise,51528,205.63.202.67,80,172.28.133.158,42918,11/9/2009 9:24,11/9/2009 9:24
client compromise,51529,205.63.202.67,80,172.28.133.86,52827,11/9/2009 9:24,11/9/2009 9:24
client compromise,51530,205.63.202.67,80,172.28.195.194,50087,11/9/2009 9:25,11/9/2009 9:25
client compromise,51531,205.63.202.67,80,172.28.198.166,35645,11/9/2009 9:25,11/9/2009 9:25
client compromise,51532,205.63.202.67,80,172.28.20.99,53922,11/9/2009 9:25,11/9/2009 9:25
client compromise,51533,205.63.202.67,80,172.28.4.202,38642,11/9/2009 9:25,11/9/2009 9:25
malware ddos,51534,172.28.133.86,0,152.162.178.254,499,11/9/2009 9:28,11/9/2009 9:33
malware ddos,51535,172.28.198.166,0,152.162.178.254,499,11/9/2009 9:28,11/9/2009 9:33
malware ddos,51536,172.28.133.12,0,152.162.178.254,499,11/9/2009 9:28,11/9/2009 9:33
malware ddos,51537,172.28.1.203,0,152.162.178.254,499,11/9/2009 9:28,11/9/2009 9:33
malware ddos,51538,172.28.20.99,0,152.162.178.254,499,11/9/2009 9:28,11/9/2009 9:33
malware ddos,51539,172.28.129.124,0,152.162.178.254,499,11/9/2009 9:28,11/9/2009 9:33
malware ddos,51540,172.28.1.134,0,152.162.178.254,499,11/9/2009 9:28,11/9/2009 9:33
malware ddos,51541,172.28.133.158,0,152.162.178.254,499,11/9/2009 9:28,11/9/2009 9:33
malware ddos,51542,172.28.195.194,0,152.162.178.254,499,11/9/2009 9:28,11/9/2009 9:33
phishing email exploit/malware/trawler,44795,82.144.22.171,0,172.28.1.5,25,11/9/2009 9:58,11/9/2009 9:58
phishing email exploit/malware/trawler,44798,82.144.22.171,0,172.28.128.5,25,11/9/2009 9:58,11/9/2009 9:58
phishing email exploit/malware/trawler,44800,82.144.22.171,0,172.28.192.5,25,11/9/2009 9:58,11/9/2009 9:58
post-phishing client compromise + malicious downlo,44802,172.28.131.125,0,82.144.22.171,80,11/9/2009 10:01,11/9/2009 10:01
post-phishing client compromise + malicious downlo,44804,172.28.131.125,0,28.133.133.90,80,11/9/2009 10:01,11/9/2009 10:01
c2+ tcp control channel exfil nc,44807,82.144.22.171,0,172.28.131.125,10000,11/9/2009 10:04,11/9/2009 10:12
failed attack or scan exploit/bin/webstar_ftp_user,44797,42.1.118.156,0,255.255.255.255,21,11/9/2009 10:13,11/9/2009 10:28
scan /usr/bin/nmap,44572,193.168.132.153,10468,172.28.147.136,45248,11/9/2009 11:21,11/9/2009 11:21
phishing email exploit/malware/trawler,44796,44.239.223.135,0,172.28.128.5,25,11/9/2009 11:37,11/9/2009 11:37
failed attack exploit/iis-asp-overflow,44805,25.178.184.105,0,172.28.28.128,80,11/9/2009 11:38,11/9/2009 11:38
failed attack exploit/iis-asp-overflow,44808,25.178.184.105,0,172.28.22.186,80,11/9/2009 11:38,11/9/2009 11:38
failed attack exploit/iis-asp-overflow,44810,25.178.184.105,0,172.28.6.119,80,11/9/2009 11:38,11/9/2009 11:38
failed attack exploit/iis-asp-overflow,51543,25.178.184.105,0,172.28.20.14,80,11/9/2009 11:38,11/9/2009 11:38
failed attack exploit/iis-asp-overflow,51544,25.178.184.105,0,172.28.128.124,80,11/9/2009 11:38,11/9/2009 11:38
post-phishing c2 heartbeat exploit/malware/malclie,44799,172.28.128.21,0,44.239.223.135,443,11/9/2009 11:40,11/9/2009 11:40
scan /usr/bin/nmap,44620,195.171.85.28,0,172.28.18.197,1257 3128,11/9/2009 11:41,11/9/2009 11:41
scan /usr/bin/nmap,44621,195.171.85.28,0,172.28.18.147,1257 3128,11/9/2009 11:41,11/9/2009 11:41
scan /usr/bin/nmap,44622,195.171.85.28,0,172.28.18.241,1257 3128,11/9/2009 11:41,11/9/2009 11:41
scan /usr/bin/nmap,44623,195.171.85.28,0,172.28.18.83,1257 3128,11/9/2009 11:41,11/9/2009 11:41
scan /usr/bin/nmap,44624,195.171.85.28,0,172.28.18.213,1257 3128,11/9/2009 11:41,11/9/2009 11:41
scan /usr/bin/nmap,44625,195.171.85.28,0,172.28.18.146,1257 3128,11/9/2009 11:41,11/9/2009 11:41
scan /usr/bin/nmap,44626,195.171.85.28,0,172.28.18.111,1257 3128,11/9/2009 11:41,11/9/2009 11:41
scan /usr/bin/nmap,44627,195.171.85.28,0,172.28.18.68,1257 3128,11/9/2009 11:41,11/9/2009 11:41
scan /usr/bin/nmap,44628,195.171.85.28,0,172.28.18.41,1257 3128,11/9/2009 11:41,11/9/2009 11:41
scan /usr/bin/nmap,44629,195.171.85.28,0,172.28.18.59,1257 3128,11/9/2009 11:41,11/9/2009 11:41
scan /usr/bin/nmap,44630,195.171.85.28,0,172.28.18.98,1257 3128,11/9/2009 11:41,11/9/2009 11:41
scan /usr/bin/nmap,44631,195.171.85.28,0,172.28.18.174,1257 3128,11/9/2009 11:41,11/9/2009 11:41
scan /usr/bin/nmap,44632,195.171.85.28,0,172.28.18.18,1257 3128,11/9/2009 11:41,11/9/2009 11:41
post-phishing c2 exploit/malware/malclient.pl,44801,172.28.128.21,0,44.239.223.135,443,11/9/2009 11:41,11/9/2009 11:41
post-phishing c2 + tcp control channel exfil explo,44803,172.28.128.21,0,44.239.223.135,443,11/9/2009 11:43,11/9/2009 11:43
client compromise exfil/sams_launch_vulnerable_cli,44806,172.28.20.79,0,169.197.145.201,10000,11/9/2009 12:01,11/9/2009 12:01
phishing email exploit/malware/trawler,44813,212.45.250.61,0,172.28.128.5,25,11/9/2009 12:05,11/9/2009 12:05
c2 remote command execution nc,44809,169.197.145.201,0,172.28.20.79,10000,11/9/2009 12:07,11/9/2009 12:07
post-phishing c2 heartbeat exploit/malware/malclie,44814,172.28.192.5,0,212.45.250.61,8181,11/9/2009 12:07,11/9/2009 12:07
failed attack or scan exploit/bin/iis_nsiislog.pl,44818,183.17.157.196,0,255.255.255.255,21,11/9/2009 12:07,11/9/2009 12:22
post-phishing c2 exploit/malware/malclient.pl,44815,172.28.192.5,0,212.45.250.61,8181,11/9/2009 12:08,11/9/2009 12:08
post-phishing c2 exploit/malware/malclient.pl,44816,172.28.192.5,0,212.45.250.61,8181,11/9/2009 12:13,11/9/2009 12:13
post-phishing c2 + tcp control channel exfil explo,44817,172.28.192.5,0,212.45.250.61,8181,11/9/2009 12:15,11/9/2009 12:15
out2in dns,51545,255.255.255.255,0,255.255.255.255,53,11/9/2009 12:23,11/9/2009 12:29
compromised_server,51546,172.28.108.88,0,255.255.255.255,53,11/9/2009 12:24,11/9/2009 12:29
compromised_server,51547,172.28.188.34,0,255.255.255.255,53,11/9/2009 12:25,11/9/2009 12:29
compromised_server,51548,172.28.18.49,0,255.255.255.255,53,11/9/2009 12:25,11/9/2009 12:29
compromised_server,51549,172.28.193.152,0,255.255.255.255,53,11/9/2009 12:25,11/9/2009 12:29
compromised_server,51550,172.28.154.191,0,255.255.255.255,53,11/9/2009 12:25,11/9/2009 12:29
compromised_server,51551,172.28.140.128,0,255.255.255.255,53,11/9/2009 12:26,11/9/2009 12:29
compromised_server,51552,172.28.105.141,0,255.255.255.255,53,11/9/2009 12:26,11/9/2009 12:29
compromised_server,51553,172.28.117.175,0,255.255.255.255,53,11/9/2009 12:26,11/9/2009 12:29
compromised_server,51554,172.28.151.92,0,255.255.255.255,53,11/9/2009 12:26,11/9/2009 12:29
